sentencia,razon
T-512/10,"llm_no_pertinente: La sentencia versa sobre una acción de tutela contra providencias judiciales en un proceso ejecutivo hipotecario, no sobre una relación laboral individual privada regida por el Código Sustantivo del Trabajo"
T-749/06,"llm_no_pertinente: El caso trata sobre el pago de una prestación económica de seguridad social (licencia de maternidad) cuya obligación de pago recae sobre la EPS o el sistema de seguridad social en salud, no sobre prestaciones derivadas directamente de la relación laboral individual privada regida por el Código Sustantivo del Trabajo. Aunque existe una relación laboral de fondo, la controversia central es de seguridad social."
T-425/98,no_pasa_prefiltro_keywords
T-142/14,no_pasa_prefiltro_keywords
T-123/01,no_pasa_prefiltro_keywords
T-1020/04,"llm_no_pertinente: La sentencia trata sobre el derecho fundamental a la salud en el marco de una acción de tutela contra una EPS por negación de servicios médicos relacionados con VIH/SIDA, no versa sobre una relación laboral individual privada regida por el Código Sustantivo del Trabajo"
T-193/99,"llm_no_pertinente: La sentencia versa sobre carrera diplomática y consular, que es una forma de función pública regida por normas especiales (Decreto Ley 10 de 1992), no sobre una relación laboral individual privada regida por el Código Sustantivo del Trabajo"
T-089/06,"llm_no_pertinente: La sentencia trata sobre un proceso ejecutivo hipotecario derivado de un crédito de vivienda y la aplicación de la Ley 546 de 1999, no sobre una relación laboral individual privada regida por el Código Sustantivo del Trabajo"
T-384/94,no_pasa_prefiltro_keywords
T-091/03,no_pasa_prefiltro_keywords
T-801/11,"llm_no_pertinente: El caso trata sobre el reconocimiento de una pensión de invalidez en el sistema de seguridad social, con controversia entre administradoras de fondos de pensiones (Porvenir e ISS), lo cual es materia de seguridad social y no de relación laboral individual privada regida por el Código Sustantivo del Trabajo"
T-237/18,"llm_no_pertinente: La sentencia trata sobre la improcedencia de una acción de tutela contra una providencia judicial en un proceso ejecutivo civil (cobro de una letra de cambio), no sobre una relación laboral individual privada regida por el Código Sustantivo del Trabajo"
T-575/23,"llm_no_pertinente: La sentencia trata sobre una acción de tutela contra providencias judiciales en un proceso civil de responsabilidad civil extracontractual, no sobre una relación laboral individual privada regida por el Código Sustantivo del Trabajo"
T-354/18,"llm_no_pertinente: La sentencia trata sobre el reconocimiento de una pensión de invalidez en el sistema de seguridad social, no sobre una relación laboral individual privada regida por el Código Sustantivo del Trabajo"
T-392/93,"llm_no_pertinente: El caso trata sobre acumulación de pretensiones en tutela y proceso concordatario (insolvencia/deudas), no sobre relación laboral individual privada."
T-814/13,"llm_no_pertinente: El caso trata sobre seguridad social y pensiones de vejez, temas excluidos del alcance de derecho laboral individual privado."
T-1307/01,no_pasa_prefiltro_keywords
T-277/23,no_pasa_prefiltro_keywords
T-1024/12,llm_no_pertinente: El caso trata sobre cumplimiento de providencias judiciales y extinción de dominio; lo laboral no aparece como tema central.
T-787/03,"llm_no_pertinente: El caso trata sobre protección del derecho a la vida de una docente amenazada por violencia/grupos armados y su reubicación por seguridad personal, no sobre relación laboral individual regida por el Código Sustantivo del Trabajo."
T-438/05,"llm_no_pertinente: El caso trata sobre un proceso disciplinario contra un funcionario judicial (miembro de la Judicatura), que es función pública, no relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-595/17,sin_texto_o_url_no_resuelve
T-278/98,sin_articulos_fundamento_directo
T-566/01,no_pasa_prefiltro_keywords
T-712/08,"llm_no_pertinente: El caso trata sobre negación de cobertura de salud por una EPS, materia de seguridad social y derecho a la salud, no de relación laboral individual privada."
T-286/98,no_pasa_prefiltro_keywords
T-980/01,no_pasa_prefiltro_keywords
T-110/26,sin_texto_o_url_no_resuelve
T-610/17,no_pasa_prefiltro_keywords
T-166/13,"llm_no_pertinente: El caso trata sobre derechos pensionales y seguridad social (traslado entre regímenes pensionales), no sobre derecho laboral individual privado regido por el Código Sustantivo del Trabajo."
T-940/05,"llm_no_pertinente: El caso trata sobre seguridad social en salud y competencias territoriales, no sobre relaciones laborales individuales privadas."
T-859/05,"llm_no_pertinente: El caso trata sobre pensión de invalidez y obligaciones de administradora de riesgos profesionales, que corresponde a seguridad social/riesgos profesionales, no a derecho laboral individual privado."
T-016/10,"llm_no_pertinente: El caso trata sobre derechos pensionales y seguridad social, no sobre relación laboral individual privada regulada por el Código Sustantivo del Trabajo"
T-307/16,"llm_no_pertinente: El caso versa sobre requisitos académicos para obtener título de abogado (práctica jurídica como requisito de grado), no sobre una relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-291/93,"llm_no_pertinente: El caso trata sobre una acción de tutela en materia de derecho comercial/concursal (Junta de Acreedores Concordatarios), no sobre relación laboral individual privada."
T-566/08,no_pasa_prefiltro_keywords
T-091/04,"llm_no_pertinente: El caso trata sobre derecho de petición en materia pensional ante el Seguro Social, que es seguridad social/pensiones, no derecho laboral individual privado regido por el Código Sustantivo del Trabajo."
T-452/12,"llm_no_pertinente: El caso trata sobre derechos de menores, patria potestad y autorización de salida del país; lo laboral es completamente ajeno al asunto central."
T-045/11,no_pasa_prefiltro_keywords
T-1059/06,"llm_no_pertinente: El caso trata sobre seguridad social en salud (derecho a la salud, cobertura del POS), no sobre relaciones laborales individuales privadas regidas por el Código Sustantivo del Trabajo."
T-067/10,no_pasa_prefiltro_keywords
T-369/97,no_pasa_prefiltro_keywords
T-733/98,"llm_no_pertinente: El caso trata sobre docentes (servidores públicos) y derechos de función pública, no sobre relaciones laborales individuales privadas regidas por el Código Sustantivo del Trabajo."
T-579/93,"llm_no_pertinente: El caso trata sobre derechos ambientales y contaminación industrial, no sobre relaciones laborales individuales privadas."
T-084/25,"llm_no_pertinente: El caso trata sobre restitución de tierras a víctimas del conflicto armado (Ley 1448/2011), no sobre relaciones laborales individuales privadas."
T-527/23,"llm_no_pertinente: El caso trata sobre la calificación de pérdida de capacidad laboral y competencia de entidades pensionales (UGPP), materia de seguridad social/pensiones, no de relación laboral individual privada."
T-674/06,"llm_no_pertinente: El caso trata sobre licencia de maternidad en el régimen de seguridad social (EPS), no sobre relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-007/24,"llm_no_pertinente: El caso trata sobre derechos de familia, custodia de menores y discriminación de género en contexto familiar, no sobre relación laboral individual privada."
T-400/94,"llm_no_pertinente: El caso trata sobre un concurso de méritos en una administración municipal (función pública), no sobre una relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-630/08,"llm_no_pertinente: El caso trata sobre reubicación de vendedor ambulante en espacio público y debido proceso administrativo, no sobre relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-1348/00,"llm_no_pertinente: El caso trata sobre servidores públicos y pensiones (función pública y seguridad social), no sobre relaciones laborales individuales privadas regidas por el Código Sustantivo del Trabajo."
T-065/07,sin_articulos_fundamento_directo
T-549/96,no_pasa_prefiltro_keywords
T-091/13,"llm_no_pertinente: El caso trata sobre derechos de población desplazada e indígena, no sobre relación laboral individual privada"
T-854/00,"llm_no_pertinente: Caso de carrera administrativa y función pública (ICBF), no de relación laboral individual privada regida por el Código Sustantivo del Trabajo"
T-129/22,"llm_no_pertinente: El caso trata sobre desaparición forzada, derechos de víctimas del conflicto armado y deberes del Estado en materia de investigación penal; no aborda relación laboral individual privada."
T-416/21,"llm_no_pertinente: El caso trata sobre derecho a consulta previa de comunidades indígenas en políticas públicas municipales, no sobre relaciones laborales individuales privadas."
T-041/09,"llm_no_pertinente: El caso trata sobre derechos educativos (graduación, obligaciones financieras con universidad), no sobre relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-785/01,no_pasa_prefiltro_keywords
T-609/08,"llm_no_pertinente: El caso trata sobre seguridad social en salud y recursos parafiscales, temas de seguridad social ajenos al derecho laboral individual privado"
T-095/99,no_pasa_prefiltro_keywords
T-330/14,no_pasa_prefiltro_keywords
T-734/11,"llm_no_pertinente: El caso trata sobre derecho a la educación y accesibilidad de menor con discapacidad, no sobre relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-311/00,no_pasa_prefiltro_keywords
T-066/01,"llm_no_pertinente: El caso trata sobre carrera administrativa judicial y nombramiento en función pública, no sobre relaciones laborales individuales privadas regidas por el Código Sustantivo del Trabajo."
T-505/15,"llm_no_pertinente: El caso trata sobre derechos a la salud y continuidad en prestación de servicios de salud por EPS, no sobre relaciones laborales individuales privadas."
T-696/06,no_pasa_prefiltro_keywords
